"","review_count","Accepts_Credit_Cards","Number_of_Checkins","open_7_days","offer_free_wifi","no_of_cuisine","serve_alcohol","low_price","medium_price","high_price","offer_delivery","offer_outdoor_seating","is_good_for_groups","is_good_for_kids","take_reservation","has_takeout","has_any_parking","moderate_noise_level","class_high_rated"
"1432",14,1,51,1,0,3,1,0,1,0,0,0,1,1,1,1,1,1,0
"1433",36,1,191,1,0,2,1,0,1,0,0,1,1,0,1,1,1,1,1
"1434",13,1,36,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
"1435",8,1,47,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
"1436",3,1,8,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
"1437",7,1,40,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1438",11,1,54,1,0,2,0,1,0,0,0,1,1,1,0,1,0,1,0
"1439",11,1,24,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1440",8,1,11,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
"1441",3,1,7,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1442",6,1,95,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
"1443",27,1,61,1,1,2,1,0,1,0,0,0,1,1,1,1,1,1,0
"1444",4,1,29,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1445",9,1,22,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1446",13,1,63,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
"1447",12,1,40,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,0
"1448",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1449",5,1,10,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1450",6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1451",8,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
"1452",79,1,200,1,0,2,1,0,1,0,0,0,1,1,1,1,1,1,1
"1453",21,1,200,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1
"1454",12,1,147,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1455",11,1,20,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
"1456",18,1,32,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1
"1457",26,1,70,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"1458",16,1,154,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1459",3,1,20,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1460",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1461",65,1,188,1,1,4,1,0,1,0,0,1,1,0,0,1,1,1,1
"1462",58,1,115,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0
"1463",21,1,102,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0
"1464",3,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0
"1465",9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1466",6,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
"1467",9,1,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"1468",4,1,8,0,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0
"1469",10,1,17,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
"1470",13,1,20,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1471",10,1,10,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1472",18,1,22,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,0
"1473",15,1,270,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"1474",32,1,121,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
"1475",5,1,8,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1476",6,1,10,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1477",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1478",3,1,40,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0
"1479",7,1,26,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1480",3,1,7,0,1,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1481",8,1,17,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1482",6,1,31,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"1483",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1484",28,1,227,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"1485",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1486",4,1,25,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1487",5,1,23,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1488",5,1,12,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1489",14,1,42,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0
"1490",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1491",11,1,8,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0
"1492",3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1493",6,1,6,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0
"1494",27,1,24,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"1495",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1496",3,1,12,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1497",5,1,7,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
"1498",19,1,27,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0
"1499",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1500",10,1,7,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1501",9,1,6,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
"1502",5,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"1503",12,1,32,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1
"1504",4,1,0,0,1,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1505",4,1,4,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1506",11,1,468,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
"1507",26,1,80,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"1508",15,1,43,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
"1509",5,1,63,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1510",10,1,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1511",27,1,168,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1
"1512",55,1,135,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1
"1513",5,1,88,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1514",6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1515",19,1,59,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"1516",12,1,50,0,0,2,0,0,1,0,0,1,1,1,0,1,0,1,0
"1517",6,1,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"1518",5,1,5,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1519",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1520",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1521",5,1,93,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
"1522",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1523",5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
"1524",5,1,19,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1525",5,1,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
"1526",10,1,19,0,1,2,0,1,0,0,0,1,1,1,0,1,0,0,0
"1527",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1528",13,1,72,1,0,3,1,0,1,0,0,1,1,1,0,1,1,0,0
"1529",3,1,40,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0
"1530",6,1,24,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1531",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1532",3,1,4,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
"1533",11,1,14,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
"1534",15,1,28,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0
"1535",6,1,10,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
"1536",5,1,65,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,1
"1537",12,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1538",9,1,23,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1539",24,1,27,1,0,2,1,0,1,0,0,1,1,1,1,1,1,1,0
"1540",11,1,9,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"1541",9,1,48,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1542",51,1,274,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
"1543",82,1,164,1,0,2,1,0,1,0,0,1,1,1,1,1,1,1,0
"1544",20,1,79,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1
"1545",7,1,68,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"1546",3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
"1547",38,1,49,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"1548",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1549",4,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1550",5,1,4,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1551",3,1,4,1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,1
"1552",5,1,5,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1
"1553",28,1,26,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"1554",13,1,55,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,1
"1555",4,1,0,1,0,2,0,1,0,0,1,0,1,1,0,1,0,1,1
"1556",4,1,7,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
"1557",4,1,3,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
"1558",4,1,5,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0
"1559",3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
"1560",3,1,0,0,0,3,0,1,0,0,0,0,1,1,0,1,0,1,0
"1561",10,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1562",4,1,5,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1563",42,1,65,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"1564",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1565",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1566",5,1,12,1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,1
"1567",39,1,60,0,1,3,1,0,1,0,0,1,1,1,1,1,1,0,0
"1568",12,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
"1569",5,1,11,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1570",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1571",13,1,9,1,0,4,1,1,0,0,0,0,0,1,0,1,0,1,1
"1572",9,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1573",4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
"1574",4,1,4,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1575",52,1,92,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"1576",21,1,16,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0
"1577",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1578",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1579",8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1580",5,1,22,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1581",6,1,9,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
"1582",11,1,66,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
"1583",7,1,69,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1584",9,1,7,1,0,2,0,1,0,0,1,0,1,1,0,1,0,1,0
"1585",3,1,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"1586",6,1,25,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1587",8,1,27,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
"1588",35,1,175,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1
"1589",15,1,12,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"1590",42,0,69,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,0
"1591",13,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1592",14,1,23,1,0,3,1,1,0,0,0,1,1,1,0,1,0,0,0
"1593",39,1,60,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0
"1594",12,1,9,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1595",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1596",5,1,18,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1597",10,1,83,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
"1598",10,1,20,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0
"1599",21,1,26,1,0,3,1,1,0,0,0,1,1,0,0,1,1,1,0
"1600",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1601",7,1,34,1,1,2,0,1,0,0,0,1,1,1,0,1,0,1,1
"1602",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1603",13,1,51,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
"1604",3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
"1605",17,1,55,1,0,3,1,1,0,0,0,1,1,0,0,0,0,1,0
"1606",69,1,75,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1
"1607",50,1,114,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0
"1608",3,1,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1609",17,1,39,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
"1610",21,1,70,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0
"1611",6,1,26,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
"1612",4,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0
"1613",4,1,17,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1614",32,0,30,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"1615",16,0,32,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"1616",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1617",7,1,7,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1618",13,1,22,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0
"1619",3,1,33,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1620",7,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0
"1621",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1622",3,1,32,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0
"1623",6,1,11,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,1
"1624",4,1,22,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1625",17,1,13,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1626",12,1,4,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1627",4,1,37,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1628",49,1,82,0,1,3,1,1,0,0,0,1,1,1,0,1,1,1,1
"1629",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1630",7,1,37,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"1631",7,1,11,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1632",24,1,104,1,0,3,1,0,1,0,0,1,1,1,1,1,0,0,0
"1633",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1634",17,1,105,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,1
"1635",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1636",10,1,16,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1637",8,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
"1638",79,1,34,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1
"1639",3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0
"1640",31,1,57,1,0,3,1,0,1,0,0,1,1,0,0,1,1,1,0
"1641",8,1,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1642",25,1,29,1,0,2,0,1,0,0,0,1,1,1,0,1,1,1,1
"1643",3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1644",3,1,4,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
"1645",4,1,6,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1646",11,1,8,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
"1647",3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
"1648",52,1,185,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"1649",3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
"1650",15,1,7,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"1651",3,1,6,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1
"1652",14,1,16,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"1653",3,1,0,0,1,2,0,1,0,0,0,1,1,1,0,1,0,1,0
"1654",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1655",3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1656",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1657",18,1,9,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1658",3,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
"1659",7,1,22,1,0,2,0,1,0,0,0,1,1,1,0,1,0,1,1
"1660",17,0,9,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1
"1661",7,1,14,1,0,2,0,1,0,0,1,0,0,1,0,1,1,1,0
"1662",8,1,6,1,0,2,0,1,0,0,0,1,1,1,0,1,1,1,0
"1663",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1664",3,1,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0
"1665",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1666",4,1,5,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
"1667",5,1,9,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1668",3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
"1669",14,1,9,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0
"1670",17,1,5,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"1671",5,1,6,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
"1672",21,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
"1673",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1674",3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
"1675",24,1,19,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"1676",3,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"1677",3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1678",3,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
"1679",25,1,25,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1
"1680",4,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
"1681",5,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1682",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1683",12,1,22,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1684",11,1,5,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1
"1685",3,1,27,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"1686",13,1,8,1,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0
"1687",4,1,11,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1688",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1689",5,1,5,1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1690",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1691",4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1692",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1693",3,1,3,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1694",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1695",7,1,12,1,0,2,1,0,1,0,0,1,1,1,1,1,1,0,0
"1696",6,1,13,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1697",29,1,47,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
"1698",14,1,30,0,0,2,0,1,0,0,0,0,1,1,0,1,1,1,0
"1699",42,1,148,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1
"1700",6,1,18,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1701",4,1,4,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
"1702",13,1,4,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
"1703",12,1,255,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
"1704",5,1,3,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1705",31,1,15,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
"1706",5,1,26,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
"1707",5,1,5,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1708",12,1,17,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0
"1709",3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1710",26,1,40,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0
"1711",22,1,14,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0
"1712",17,1,34,1,0,3,1,1,0,0,0,1,1,0,0,1,1,1,0
"1713",18,1,19,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
"1714",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"1715",3,1,0,1,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0
"1716",13,0,15,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"1717",12,1,18,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1718",41,1,57,0,0,2,1,0,1,0,0,1,1,1,1,1,1,1,0
"1719",32,1,60,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0
"1720",11,1,14,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
"1721",10,1,15,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1722",19,1,57,1,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0
"1723",18,1,73,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"1724",10,1,40,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
"1725",5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1726",5,1,29,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1727",3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1
"1728",3,0,3,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
"1729",5,1,7,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1730",3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
"1731",7,1,13,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1732",10,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1733",15,1,26,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1734",52,1,60,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,1
"1735",6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1736",5,1,5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1737",59,1,63,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0
"1738",8,1,19,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
"1739",4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1
"1740",4,0,3,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1
"1741",15,1,35,1,1,3,0,0,1,0,0,0,1,1,0,1,0,1,0
"1742",5,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
"1743",6,1,12,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1744",23,1,94,1,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0
"1745",6,1,22,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
"1746",43,1,10,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1747",6,1,16,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
"1748",10,1,9,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1749",8,1,23,1,1,2,0,1,0,0,0,0,1,1,0,1,1,1,0
"1750",12,1,97,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0
"1751",9,1,6,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1752",19,1,64,1,1,2,1,0,1,0,0,0,1,1,0,1,1,1,0
"1753",11,1,55,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0
"1754",3,1,5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
"1755",4,1,23,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
"1756",8,1,10,1,0,3,1,1,0,0,0,0,1,0,0,1,0,1,1
"1757",4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"1758",3,1,5,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1
"1759",6,1,9,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
"1760",18,1,9,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
